annotator,winner,loser,time
85fce6e48110d89f,47bf8219e2ef1ebf,de9aac5434afd570,2015-09-20 15:13:44.1344
1c6eddf21a4a6be0,e677eca6dec4cb19,407439852f821e9a,2015-09-20 15:13:44.19046
b811034b6daaa0a8,d9fda45497a7e1d7,309082f603c5c773,2015-09-20 15:13:44.244919
fd7be4123fe7c0b9,efd0339975c0cfdb,593d16595d7cfa17,2015-09-20 15:13:44.282699
eecf8e4fe419bb39,3c59e9278d46a9c2,c1155d0666dbf0c3,2015-09-20 15:13:44.386533
5fc824b1d31cc45a,d3db18e1dcf4a137,4247049116327144,2015-09-20 15:13:44.410593
e6d601502659691e,a996112615d16097,c244e5eba66c0493,2015-09-20 15:13:44.485496
fe937615ff7b0c27,d6f482b02785441b,927c2881d101570d,2015-09-20 15:13:44.534703
2847995f880067d3,ff4b008ffbf3f7cd,c244e5eba66c0493,2015-09-20 15:13:44.758524
c3397ec09f1d54a0,d373321dcec514ea,23abf9a157172cd2,2015-09-20 15:14:05.226305
8e1882eb8c37fede,d3db18e1dcf4a137,d9fda45497a7e1d7,2015-09-20 15:14:08.165109
3bec00ceec2ba473,bc7a2c36804fd23b,e0f157f879ed0798,2015-09-20 15:14:08.252622
b795a177aa039f0c,2b81dfc834c77e97,cbe1a18ec1cc012f,2015-09-20 15:14:08.316202
ace8318348020c58,ff4b008ffbf3f7cd,d68acbbc639e8026,2015-09-20 15:14:12.210961
9557c7b476bd24a9,92023c7f6cf6051f,de9aac5434afd570,2015-09-20 15:14:12.334609
a17362dcbb8b81cc,9cbda0eca85bd0fc,9836ae7c902fce7a,2015-09-20 15:14:12.404164
f88f9d93adb682a4,3c59e9278d46a9c2,276f512169a67025,2015-09-20 15:14:12.863224
ec9dace35114c00c,5cd5e5fd18653b7a,199799cf26a89281,2015-09-20 15:14:12.918509
5045101efb9977ce,faa4f5532a656839,e7ddf048e287cb1a,2015-09-20 15:14:15.230819
dc5f62ace932a3c1,a996112615d16097,456a1a87154a2c55,2015-09-20 15:14:17.520404
6bed004aecc52dcd,8a4b3095e6132dfa,d6f482b02785441b,2015-09-20 15:14:22.701901
0d95a36ef84d6a73,5cd5e5fd18653b7a,a996112615d16097,2015-09-20 15:14:23.445289
7b73a78c34ae3f52,b98e6084a0d45441,3377fffa7fffc21a,2015-09-20 15:14:27.65735
fd5cf7735586f324,d474540874b4c1e2,6998394353477dab,2015-09-20 15:14:31.181919
a6b24bd22377601a,30e9bfeeba340566,faac7e636769aaf6,2015-09-20 15:14:38.434717
0d99d9a5d48dc375,9cbda0eca85bd0fc,924a5fb2b2752f3e,2015-09-20 15:14:53.525251
7e85e6d16c1358bb,df0b574e2a891076,3c50360b25d2e007,2015-09-20 15:15:10.92109
efc06b69407e7598,a533ee3eef3149ea,927c2881d101570d,2015-09-20 15:15:13.693538
5c601e2432c79f30,efd2e581c6a8523d,e7703dc07df9d96c,2015-09-20 15:15:14.030756
4d134b1cb7371b4d,cbe1a18ec1cc012f,1efba56c1e077108,2015-09-20 15:15:33.500949
3f104d7f0d69186f,fe9b6b37b42d3efd,3c59e9278d46a9c2,2015-09-20 15:15:39.128045
10d0244d8b52b675,e45b1c3ec372d088,5cd5e5fd18653b7a,2015-09-20 15:15:56.043672
3b12fb1c81746a51,8a4b3095e6132dfa,d68acbbc639e8026,2015-09-20 15:16:00.22872
1f7e9c9b5a59d246,7a3a58a4e00f5d4c,69d4e6722866448e,2015-09-20 15:16:06.51039
10d0244d8b52b675,5cd5e5fd18653b7a,10493e9d37863786,2015-09-20 15:16:08.139689
7a528f822855aa4a,f229a85d71d5948a,a996112615d16097,2015-09-20 15:16:24.183339
7427de5ab19c2343,d474540874b4c1e2,0b2278e6906fe20a,2015-09-20 15:16:24.324767
90c5462ca925cc62,74028fda5ee6eab9,69d4e6722866448e,2015-09-20 15:16:25.670543
b6e89c05f85245c9,3c47542a8c70cd6d,bcc194b53d1b8363,2015-09-20 15:16:26.704485
f0acd6685c29da7c,bca1cf59e67ee7bb,9fc9f31c85fa35d1,2015-09-20 15:16:36.456346
a6b24bd22377601a,30e9bfeeba340566,4b79021b2b184e52,2015-09-20 15:16:36.808234
357d867d1d0ddc0b,efd2e581c6a8523d,ed6364e30d7cdc83,2015-09-20 15:16:37.228856
bb43febd9fbb8fd9,bcc194b53d1b8363,0388741d2158d6e1,2015-09-20 15:16:38.685885
2847995f880067d3,bcc194b53d1b8363,c244e5eba66c0493,2015-09-20 15:16:40.520303
f293e02dbb78f513,e45b1c3ec372d088,8a4b3095e6132dfa,2015-09-20 15:16:42.103218
04a758c535e83066,d474540874b4c1e2,3ec048c2498b56f9,2015-09-20 15:16:45.098341
fe937615ff7b0c27,9cbda0eca85bd0fc,d6f482b02785441b,2015-09-20 15:16:54.537245
5494c2da3ecd7cb7,2b81dfc834c77e97,7a910ff127ebe4a1,2015-09-20 15:16:54.737176
b302038a5f54104b,1815e7d21ae583de,23e88fe6e6c6dc99,2015-09-20 15:16:56.928135
5473c504b920a5c3,3ec048c2498b56f9,8f7d3d2575cceb6e,2015-09-20 15:16:59.87495
0a3455c6876d6949,6560f6423793040a,bc7a2c36804fd23b,2015-09-20 15:17:01.552126
929e602b19f17b04,d474540874b4c1e2,bf7471ad5f124cd4,2015-09-20 15:17:04.010204
c3397ec09f1d54a0,f9ddccf65b7012aa,23abf9a157172cd2,2015-09-20 15:17:11.71715
951d9f9c5bb15b2a,476633ac74b4d6e5,6d38848642e3fbbf,2015-09-20 15:17:16.609415
19998f7ae23f3e83,74028fda5ee6eab9,11aae39c4c2ffe00,2015-09-20 15:17:36.616335
08d163f66594422c,4e5161afa19dd4f6,276f512169a67025,2015-09-20 15:17:38.329372
dc5f62ace932a3c1,456a1a87154a2c55,0388741d2158d6e1,2015-09-20 15:17:41.779409
915b3ad3c505b578,5cef52b783188c2f,58e52f2cf572082e,2015-09-20 15:17:44.559315
5fc824b1d31cc45a,d3db18e1dcf4a137,8db6117a16d42148,2015-09-20 15:17:53.299774
29563bf3326794c3,9fc9f31c85fa35d1,e45b1c3ec372d088,2015-09-20 15:17:57.864887
41b8a2c90793f4ef,e7703dc07df9d96c,199799cf26a89281,2015-09-20 15:18:00.105287
f0314d1144f5ec41,75cfc774029ffed5,d9fda45497a7e1d7,2015-09-20 15:18:02.214736
47740adacb600d62,8a4b3095e6132dfa,16817cd9a8d557ef,2015-09-20 15:18:02.856694
e6d601502659691e,bcc194b53d1b8363,c244e5eba66c0493,2015-09-20 15:18:14.525729
00bb4bc73a29dc3e,45e024c81ca08e84,e45980ffaf976717,2015-09-20 15:18:17.912163
341ff4af54280c7c,75e35522860c1e28,476633ac74b4d6e5,2015-09-20 15:18:18.241714
5b952f4b5bdd5a1c,ad43b54faaaee590,25761e9c5cdbbac5,2015-09-20 15:18:26.208765
6ad2025ac8e4cefb,ea1952c3ea6dab02,26d4cb38ba02820a,2015-09-20 15:18:27.954086
202437035cc015e0,407439852f821e9a,9836ae7c902fce7a,2015-09-20 15:18:34.934644
cec671d4772e7229,717de8575a83c3f4,efd0339975c0cfdb,2015-09-20 15:18:39.253742
f9c1aa7064a97cd0,0541226c22da3aab,df0b574e2a891076,2015-09-20 15:18:39.468037
a8a1112be5a953a1,200cb75115f91643,49e9890bd7cd8b98,2015-09-20 15:18:45.07952
123ffea6b56045a7,90d18911740393d5,2b81dfc834c77e97,2015-09-20 15:18:52.002024
c38aac331fd435f6,f56da49a2469eb73,d82db8b6eb5fcb68,2015-09-20 15:18:52.699717
ec9dace35114c00c,8e522755c75d0bc4,5cd5e5fd18653b7a,2015-09-20 15:18:57.185252
7b73a78c34ae3f52,b98e6084a0d45441,d474540874b4c1e2,2015-09-20 15:19:01.636351
3bec00ceec2ba473,bc7a2c36804fd23b,7a910ff127ebe4a1,2015-09-20 15:19:02.796553
c577760eefe58589,fe9b6b37b42d3efd,ef9a28e181420841,2015-09-20 15:19:11.347372
7b73a78c34ae3f52,d474540874b4c1e2,fe9b6b37b42d3efd,2015-09-20 15:19:12.359285
0093c1a9733e3804,78023ab2d0c2de88,3a28d44ca8c156e3,2015-09-20 15:19:15.150351
8e1882eb8c37fede,21107088ee6c1f73,d3db18e1dcf4a137,2015-09-20 15:19:27.129388
951d9f9c5bb15b2a,b08e958f93d59d58,476633ac74b4d6e5,2015-09-20 15:19:29.526285
f88f9d93adb682a4,3c59e9278d46a9c2,16817cd9a8d557ef,2015-09-20 15:19:31.390478
99fdc2c956790cc8,94d60350a7e1b59a,ecc9cdb515a2ca5f,2015-09-20 15:19:39.667926
eecf8e4fe419bb39,f670669770bff11f,c1155d0666dbf0c3,2015-09-20 15:19:42.593773
10d0244d8b52b675,790181d861263bb0,10493e9d37863786,2015-09-20 15:19:56.160509
000fdbf48bdb54b4,3448064792d421ee,6f324be57a3097a9,2015-09-20 15:20:02.438107
4d2e197f9132977e,f670669770bff11f,276f512169a67025,2015-09-20 15:20:11.084207
b9798f718dba307d,c22b9bda505b5749,1f60059e7152170d,2015-09-20 15:20:19.142411
85fce6e48110d89f,322ea9353affcb34,de9aac5434afd570,2015-09-20 15:20:25.827134
0d95a36ef84d6a73,faaa8f4d344f7759,a996112615d16097,2015-09-20 15:20:28.005279
c3397ec09f1d54a0,f9ddccf65b7012aa,1f60059e7152170d,2015-09-20 15:20:28.680587
476c030a96fa8439,23e88fe6e6c6dc99,ad43b54faaaee590,2015-09-20 15:20:29.962634
331ff231a3186f34,90d18911740393d5,7a3a58a4e00f5d4c,2015-09-20 15:20:30.575361
ace8318348020c58,d68acbbc639e8026,bcc194b53d1b8363,2015-09-20 15:20:35.755215
e5f961edefdb8028,f229a85d71d5948a,d90a8c3141dc0d55,2015-09-20 15:20:37.523254
d6626cc9aac554b0,bcc194b53d1b8363,d68acbbc639e8026,2015-09-20 15:20:38.034778
c9703af7995bee70,bcc194b53d1b8363,d68acbbc639e8026,2015-09-20 15:20:38.19377
48dd409d18acaf5f,3377fffa7fffc21a,ba843f464a043570,2015-09-20 15:20:39.151862
efc06b69407e7598,af7375839cdbfab5,a533ee3eef3149ea,2015-09-20 15:20:40.339616
41b8a2c90793f4ef,62d1ebac3cc6c0fc,e7703dc07df9d96c,2015-09-20 15:20:40.86697
c9703af7995bee70,774a6c07611edaa8,bcc194b53d1b8363,2015-09-20 15:20:42.719284
0166339a622c927a,94d60350a7e1b59a,3c4eb27c41ad5df8,2015-09-20 15:20:44.989625
3328ff8e46a4593e,bf7471ad5f124cd4,b08e958f93d59d58,2015-09-20 15:20:48.470373
dc5f62ace932a3c1,0388741d2158d6e1,c22b9bda505b5749,2015-09-20 15:20:48.882757
57818d4e8d931535,8e522755c75d0bc4,c244e5eba66c0493,2015-09-20 15:20:53.965408
3b12fb1c81746a51,e45b1c3ec372d088,8a4b3095e6132dfa,2015-09-20 15:20:54.650175
154b3d7867ee99d9,593d16595d7cfa17,b08e958f93d59d58,2015-09-20 15:20:55.211082
bb43febd9fbb8fd9,8e522755c75d0bc4,bcc194b53d1b8363,2015-09-20 15:20:59.627082
ec9dace35114c00c,fe9b6b37b42d3efd,8e522755c75d0bc4,2015-09-20 15:21:04.222513
7e85e6d16c1358bb,8f7d3d2575cceb6e,3c50360b25d2e007,2015-09-20 15:21:11.016099
a17362dcbb8b81cc,f2c5c5af295a0c6c,9cbda0eca85bd0fc,2015-09-20 15:21:14.834941
f293e02dbb78f513,fe9b6b37b42d3efd,e45b1c3ec372d088,2015-09-20 15:23:02.297626
cc248de9e0cf98dd,e7703dc07df9d96c,1b7b37141490f8c0,2015-09-20 15:23:06.148386
4d134b1cb7371b4d,9e6d22878e91d9aa,63c3dea8441eaa0d,2015-09-20 15:23:21.168486
b6e89c05f85245c9,3c47542a8c70cd6d,3c4eb27c41ad5df8,2015-09-20 15:21:17.81961
5c601e2432c79f30,efd2e581c6a8523d,7a3a58a4e00f5d4c,2015-09-20 15:22:21.059265
8e1882eb8c37fede,21107088ee6c1f73,0388741d2158d6e1,2015-09-20 15:22:21.251432
c3397ec09f1d54a0,1f60059e7152170d,1efba56c1e077108,2015-09-20 15:22:58.380382
9c073df1e723e040,37bef99795d3024c,456a1a87154a2c55,2015-09-20 15:23:22.806225
5473c504b920a5c3,476633ac74b4d6e5,3ec048c2498b56f9,2015-09-20 15:23:40.226363
6bed004aecc52dcd,cdbdd4f5297a44a3,d6f482b02785441b,2015-09-20 15:21:19.627655
4d134b1cb7371b4d,cbe1a18ec1cc012f,9e6d22878e91d9aa,2015-09-20 15:21:23.004542
5045101efb9977ce,51f465fe789ceffb,e7ddf048e287cb1a,2015-09-20 15:21:27.731234
b302038a5f54104b,1815e7d21ae583de,26f0081f0cb39f9d,2015-09-20 15:22:19.367218
04a758c535e83066,8db6117a16d42148,3ec048c2498b56f9,2015-09-20 15:22:37.198539
fd5cf7735586f324,e45b1c3ec372d088,d474540874b4c1e2,2015-09-20 15:23:07.428173
476c030a96fa8439,ad43b54faaaee590,d74558ade362294b,2015-09-20 15:23:07.790342
e5f961edefdb8028,f229a85d71d5948a,21107088ee6c1f73,2015-09-20 15:23:26.390062
2847995f880067d3,edf22f5457bc3782,bcc194b53d1b8363,2015-09-20 15:23:27.363069
0d99d9a5d48dc375,0eabb6f9e432f01e,924a5fb2b2752f3e,2015-09-20 15:23:47.385529
7a528f822855aa4a,200cb75115f91643,f229a85d71d5948a,2015-09-20 15:21:19.879373
a6b24bd22377601a,58e52f2cf572082e,4b79021b2b184e52,2015-09-20 15:21:24.972191
2ca8596c052a9bf2,b7b333dc171742e1,faa4f5532a656839,2015-09-20 15:22:02.634523
e6d601502659691e,bcc194b53d1b8363,4d674ea357600f12,2015-09-20 15:22:18.222875
357d867d1d0ddc0b,e45b1c3ec372d088,efd2e581c6a8523d,2015-09-20 15:22:48.074126
e57a46a75dab1208,c63d36204ede0d5c,efd2e581c6a8523d,2015-09-20 15:22:48.475753
0a3455c6876d6949,6560f6423793040a,fe9b6b37b42d3efd,2015-09-20 15:22:56.612752
19998f7ae23f3e83,74028fda5ee6eab9,fe9b6b37b42d3efd,2015-09-20 15:23:05.833382
5494c2da3ecd7cb7,d74558ade362294b,7a910ff127ebe4a1,2015-09-20 15:23:10.679934
3f104d7f0d69186f,fe9b6b37b42d3efd,e45b1c3ec372d088,2015-09-20 15:23:10.848235
f0314d1144f5ec41,790181d861263bb0,d9fda45497a7e1d7,2015-09-20 15:23:29.562716
00bb4bc73a29dc3e,45e024c81ca08e84,421d0177cb7900d3,2015-09-20 15:23:36.501245
194c68af17898f0e,75cfc774029ffed5,63c3dea8441eaa0d,2015-09-20 15:23:58.61365
7427de5ab19c2343,d474540874b4c1e2,4247049116327144,2015-09-20 15:21:31.64955
1c6eddf21a4a6be0,41072ac6e2ddd5b9,e677eca6dec4cb19,2015-09-20 15:21:40.127597
06ab5c83c0282a3a,e45b1c3ec372d088,5cd5e5fd18653b7a,2015-09-20 15:23:32.328026
5b952f4b5bdd5a1c,ea25039a12c43724,ad43b54faaaee590,2015-09-20 15:23:37.944677
b9798f718dba307d,1f60059e7152170d,1af947192561366a,2015-09-20 15:21:57.146595
b795a177aa039f0c,2b81dfc834c77e97,e45980ffaf976717,2015-09-20 15:23:34.615878
123ffea6b56045a7,90d18911740393d5,21107088ee6c1f73,2015-09-20 15:23:43.016228
ace8318348020c58,33fe406aa7ab77b0,bcc194b53d1b8363,2015-09-20 15:23:56.37628
90c5462ca925cc62,bcc194b53d1b8363,69d4e6722866448e,2015-09-20 15:22:06.610525
0f7421b7748f474c,322ea9353affcb34,3c4eb27c41ad5df8,2015-09-20 15:23:06.389328
6ad2025ac8e4cefb,0388741d2158d6e1,26d4cb38ba02820a,2015-09-20 15:24:06.414649
c577760eefe58589,fe9b6b37b42d3efd,8e522755c75d0bc4,2015-09-20 15:24:06.59341
1f7e9c9b5a59d246,0a1585de9ecca0bc,69d4e6722866448e,2015-09-20 15:24:11.394336
cec671d4772e7229,efd0339975c0cfdb,16817cd9a8d557ef,2015-09-20 15:24:12.156132
929e602b19f17b04,bf7471ad5f124cd4,3ee3a43e4976bf93,2015-09-20 15:24:23.463213
b811034b6daaa0a8,74028fda5ee6eab9,d9fda45497a7e1d7,2015-09-20 15:24:24.431643
6aa00b71b4e5cada,7a3a58a4e00f5d4c,774a6c07611edaa8,2015-09-20 15:24:31.566444
7b6c4c39ed0ec09b,fe9b6b37b42d3efd,dbc353fca44ddc63,2015-09-20 15:24:34.696149
9557c7b476bd24a9,ad43b54faaaee590,92023c7f6cf6051f,2015-09-20 15:24:40.784075
29563bf3326794c3,e45b1c3ec372d088,fe9b6b37b42d3efd,2015-09-20 15:24:42.931578
3b12fb1c81746a51,e45b1c3ec372d088,927c2881d101570d,2015-09-20 15:24:44.29606
fe937615ff7b0c27,0a1585de9ecca0bc,9cbda0eca85bd0fc,2015-09-20 15:24:44.544673
b6e89c05f85245c9,3c4eb27c41ad5df8,45e024c81ca08e84,2015-09-20 15:24:53.400583
3bec00ceec2ba473,c22b9bda505b5749,7a910ff127ebe4a1,2015-09-20 15:24:55.153982
341ff4af54280c7c,94d60350a7e1b59a,75e35522860c1e28,2015-09-20 15:24:56.183524
f0acd6685c29da7c,94d60350a7e1b59a,bca1cf59e67ee7bb,2015-09-20 15:24:58.321187
f88f9d93adb682a4,16817cd9a8d557ef,41072ac6e2ddd5b9,2015-09-20 15:24:58.879138
e5f961edefdb8028,21107088ee6c1f73,bb0d351c913f47c1,2015-09-20 15:24:59.075321
f9c1aa7064a97cd0,0541226c22da3aab,21107088ee6c1f73,2015-09-20 15:25:00.215467
10d0244d8b52b675,37bef99795d3024c,790181d861263bb0,2015-09-20 15:25:10.5803
331ff231a3186f34,90d18911740393d5,21107088ee6c1f73,2015-09-20 15:25:15.440209
c9703af7995bee70,774a6c07611edaa8,03cb4ec1d468d591,2015-09-20 15:25:22.459111
efc06b69407e7598,af7375839cdbfab5,21107088ee6c1f73,2015-09-20 15:25:27.512802
5fc824b1d31cc45a,200cb75115f91643,8db6117a16d42148,2015-09-20 15:25:29.016421
57818d4e8d931535,8e522755c75d0bc4,21107088ee6c1f73,2015-09-20 15:25:29.514636
4d2e197f9132977e,f670669770bff11f,21107088ee6c1f73,2015-09-20 15:25:38.584864
0d95a36ef84d6a73,faaa8f4d344f7759,21107088ee6c1f73,2015-09-20 15:25:40.283928
4d134b1cb7371b4d,63c3dea8441eaa0d,1af947192561366a,2015-09-20 15:25:40.813147
ec9dace35114c00c,21107088ee6c1f73,fe9b6b37b42d3efd,2015-09-20 15:25:40.898542
0a3455c6876d6949,f2c5c5af295a0c6c,fe9b6b37b42d3efd,2015-09-20 15:25:47.351331
2ae4272d403a0f02,2b81dfc834c77e97,63c3dea8441eaa0d,2015-09-20 15:25:52.076993
202437035cc015e0,c22b9bda505b5749,9836ae7c902fce7a,2015-09-20 15:25:53.97459
bb43febd9fbb8fd9,8e522755c75d0bc4,21107088ee6c1f73,2015-09-20 15:25:59.299811
c3397ec09f1d54a0,744e89644c749f4c,1efba56c1e077108,2015-09-20 15:26:00.303165
0f7421b7748f474c,3c4eb27c41ad5df8,1af947192561366a,2015-09-20 15:26:02.782878
01953124aa6c5b66,a533ee3eef3149ea,e7ddf048e287cb1a,2015-09-20 15:26:10.746869
7b6c4c39ed0ec09b,fe9b6b37b42d3efd,f2c5c5af295a0c6c,2015-09-20 15:26:13.571047
0d99d9a5d48dc375,0eabb6f9e432f01e,1af947192561366a,2015-09-20 15:26:25.55394
92caadc8b2e1d6fe,88e6c4e73ebdc053,96350fec3bdfb2cf,2015-09-20 15:26:32.17418
01eddb8b8a6fa2a7,421d0177cb7900d3,37836a40aecc7b80,2015-09-20 15:26:35.005478
357d867d1d0ddc0b,e45b1c3ec372d088,f2c5c5af295a0c6c,2015-09-20 15:26:39.173039
01953124aa6c5b66,e7ddf048e287cb1a,ba843f464a043570,2015-09-20 15:26:41.178857
6bed004aecc52dcd,9e6d22878e91d9aa,cdbdd4f5297a44a3,2015-09-20 15:26:47.231775
7e85e6d16c1358bb,8f7d3d2575cceb6e,88e6c4e73ebdc053,2015-09-20 15:26:49.021913
9b8e6aaa964cf9c6,92023c7f6cf6051f,ba843f464a043570,2015-09-20 15:26:53.035682
123ffea6b56045a7,ade653adda91b17f,21107088ee6c1f73,2015-09-20 15:26:54.673478
194c68af17898f0e,63c3dea8441eaa0d,1af947192561366a,2015-09-20 15:26:56.182572
5494c2da3ecd7cb7,33fe406aa7ab77b0,d74558ade362294b,2015-09-20 15:27:01.165913
a6b24bd22377601a,58e52f2cf572082e,cdbdd4f5297a44a3,2015-09-20 15:27:06.190987
7427de5ab19c2343,1815e7d21ae583de,4247049116327144,2015-09-20 15:27:12.246322
85fce6e48110d89f,37836a40aecc7b80,322ea9353affcb34,2015-09-20 15:27:13.062887
3b12fb1c81746a51,927c2881d101570d,9836ae7c902fce7a,2015-09-20 15:27:17.591222
8e1882eb8c37fede,0388741d2158d6e1,1af947192561366a,2015-09-20 15:27:22.136313
154b3d7867ee99d9,62a9792d111c5f01,b08e958f93d59d58,2015-09-20 15:27:27.444558
951d9f9c5bb15b2a,b08e958f93d59d58,bb0d351c913f47c1,2015-09-20 15:27:28.811409
a17362dcbb8b81cc,f2c5c5af295a0c6c,21107088ee6c1f73,2015-09-20 15:27:30.327986
0093c1a9733e3804,e33726823180a40d,3a28d44ca8c156e3,2015-09-20 15:27:33.196648
19998f7ae23f3e83,f2c5c5af295a0c6c,fe9b6b37b42d3efd,2015-09-20 15:27:37.246807
e5f961edefdb8028,dc9bba8ad4691996,bb0d351c913f47c1,2015-09-20 15:27:38.509138
e6d601502659691e,62a9792d111c5f01,4d674ea357600f12,2015-09-20 15:27:39.114484
5b952f4b5bdd5a1c,f2c5c5af295a0c6c,ea25039a12c43724,2015-09-20 15:27:42.503222
41b8a2c90793f4ef,89db5036fdd264f9,62d1ebac3cc6c0fc,2015-09-20 15:27:45.960622
47740adacb600d62,8a4b3095e6132dfa,059fb328bd9a7106,2015-09-20 15:27:46.301788
c38aac331fd435f6,45e024c81ca08e84,d82db8b6eb5fcb68,2015-09-20 15:27:51.498613
cc248de9e0cf98dd,e7703dc07df9d96c,3176c150c8924f02,2015-09-20 15:27:53.226654
1f7e9c9b5a59d246,f2c5c5af295a0c6c,0a1585de9ecca0bc,2015-09-20 15:27:58.496692
d6626cc9aac554b0,0eabb6f9e432f01e,bcc194b53d1b8363,2015-09-20 15:27:59.533794
929e602b19f17b04,3176c150c8924f02,3ee3a43e4976bf93,2015-09-20 15:28:06.1233
f293e02dbb78f513,f2c5c5af295a0c6c,fe9b6b37b42d3efd,2015-09-20 15:28:08.971483
dc5f62ace932a3c1,e7703dc07df9d96c,c22b9bda505b5749,2015-09-20 15:28:09.174617
b302038a5f54104b,199799cf26a89281,26f0081f0cb39f9d,2015-09-20 15:28:11.171941
0166339a622c927a,3c4eb27c41ad5df8,1af947192561366a,2015-09-20 15:28:19.863226
f0314d1144f5ec41,790181d861263bb0,d82db8b6eb5fcb68,2015-09-20 15:28:21.730767
1c6eddf21a4a6be0,390fbd0788f68659,41072ac6e2ddd5b9,2015-09-20 15:28:27.854622
90c5462ca925cc62,bcc194b53d1b8363,16817cd9a8d557ef,2015-09-20 15:28:31.642049
5c601e2432c79f30,7a3a58a4e00f5d4c,30a297f128baa987,2015-09-20 15:28:36.428148
7b6c4c39ed0ec09b,c63d36204ede0d5c,f2c5c5af295a0c6c,2015-09-20 15:28:38.522272
b6e89c05f85245c9,45e024c81ca08e84,03cb4ec1d468d591,2015-09-20 15:28:40.410004
9e3409cbe073ecec,b7b333dc171742e1,6d38848642e3fbbf,2015-09-20 15:28:42.619863
2ca8596c052a9bf2,b7b333dc171742e1,21107088ee6c1f73,2015-09-20 15:28:54.210593
08d163f66594422c,0f1aa4a556467be8,276f512169a67025,2015-09-20 15:28:56.330784
0a3455c6876d6949,c63d36204ede0d5c,f2c5c5af295a0c6c,2015-09-20 15:29:04.308134
000fdbf48bdb54b4,94d60350a7e1b59a,3448064792d421ee,2015-09-20 15:29:32.505398
04a758c535e83066,88e6c4e73ebdc053,8db6117a16d42148,2015-09-20 15:29:35.256829
2ae4272d403a0f02,46a4feb9a4336113,63c3dea8441eaa0d,2015-09-20 15:29:39.261933
